id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
679,"Vinha A.F., Ferreres F., Silva B.M., Valentao P., Goncalves A., Pereira J.A., Oliveira M.B., Seabra R.M., Andrade P.B.",2005,Phenolic profiles of Portugese olive fruits (Olea europaea L.): Influences of cultivar and geographical origin,VINHA 2005,Food Chemistry,89,,561-568,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
38,"Vinson, J.A., Hao, X., Su, X., Zubik, L.",1998,Phenol antioxidant quantity and quality in food : vegetables,VINSON 1998,Journal of Agricultural and Food Chemistry,46,9,3630-3634,2015-04-13 21:45:23 UTC,2015-04-14 13:51:06 UTC      
90,"VINSON JA, PROCH, J.,ZUBIK, L.",1999,"Phenol antioxidant quantity and quality in foods: cocoa, dark chocolate, and milk chocolate",VINSON 1999,Journal of Agricultural and Food Chemistry,47,12,4821-4,2003-12-05 10:41:49 UTC,2015-04-14 13:51:06 UTC      
37,"Vinson, J.A., Su, X., Zubik, L., Bose, P.",2001,Phenol antioxidant quantity and quality in food : fruits,VINSON 2001,Journal of Agricultural and Food Chemistry,49,11,5315-5321,2015-04-13 21:45:23 UTC,2015-04-14 13:51:06 UTC      
507,"Vinson J.A., Mandarano M., Hirst M., Trevithick J.R., Bose P.",2003,Phenol antioxidant quantity and quality in foods: beers and the effect of two types of beer on an animal model of atherosclerosis,VINSON 2003,Journal of Agricultural and Food Chemistry,51,,5528-5533,2007-05-02 16:02:18 UTC,2015-04-14 13:51:07 UTC      
929,"Visioli F., Galli C., Bornet F., Mattei A., Patelli R., Galli G., Caruso D.",2000,Olive oil phenolics are dose-dependently absorbed in humans,VISIOLI 2000_01,FEBS Lett,468,02-Mar,159-60,2015-04-13 21:45:28 UTC,2015-04-14 13:51:07 UTC      
930,"Visioli F., Caruso D., Galli C., Viappiani S., Galli G., Sala A.",2000,Olive oils rich in natural catecholic phenols decrease isoprostane excretion in humans,VISIOLI 2000_02,Biochem Biophys Res Commun,278,3,797-9,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
928,"Visioli F., Caruso D., Plasmati E., Patelli R., Mulinacci N., Romani A., Galli G., Galli C.",2001,"Hydroxytyrosol, as a component of olive mill waste water, is dose- dependently absorbed and increases the antioxidant capacity of rat plasma",VISIOLI 2001,Free Radic Res,34,3,301-5,2015-04-13 21:45:28 UTC,2015-04-14 13:51:08 UTC      
918,"Visioli F., Galli C., Grande S., Colonnelli K., Patelli C., Galli G., Caruso D.",2003,Hydroxytyrosol excretion differs between rats and humans and depends on the vehicle of administration,VISIOLI 2003,J Nutr,133,8,2612-5,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
945,"Vitaglione P., Sforza S., Galaverna G., Ghidini C., Caporaso N., Vescovi P.P., Fogliano V., Marchelli R.",2005,Bioavailability of trans-resveratrol from red wine in humans,VITAGLIONE 2005,Mol Nutr Food Res,49,5,495-504,2015-04-13 21:45:29 UTC,2015-04-14 13:51:09 UTC      
1085,"Vitaglione P., Donnarumma G., Napolitano A., Galvano F., Gallo A., Scalfi L., Fogliano V.",2007,Protocatechuic acid is the major human metabolite of cyanidin-glucosides,VITAGLIONE 2007,J Nutr,137,9,2043-8,2015-04-13 21:45:29 UTC,2015-04-14 13:51:09 UTC      
66,"Vitrac X., Monti J.P., Vercauteren J., Deffieux G., Merillon J.M.",2002,Direct liquid chromatographic analysis of resveratrol derivatives and flavanonols in wines with absorbance and fluorescence detection,VITRAC 2002,Analytica Chimica Acta,458,1,103-110,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      
282,"Vitrac X., Bornet A., Vanderlinde R., Valls J., Richard T., Delaunay J.-C., Mérillon J.-M., Teissédre P.-L.",2005,"Determination of Stilbenes (-viniferin, trans-astringin, trans-piceid, cis- and trans-resveratrol, -viniferin) in Brazilian Wines",VITRAC 2005,Journal of Agricultural and Food Chemistry,53,14,5664-5669,2005-09-08 14:06:57 UTC,2015-04-14 13:51:10 UTC      
687,Vlahov G.,1992,Flavonoids in three olive (Olea europaea) fruit varieties during maturation,VLAHOV 1992,Journal of the Science of Food and Agriculture,58,,157-159,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
1263,"Volden J., Borge G.I.A., Bengtsson G.B., Hansen M., Thygesen I.E., Wicklund T.",2008,Effect of thermal treatment on glucosinolates and antioxidant-related parameters in red cabbage (Brassica oleracea L. ssp capitata f. rubra),VOLDEN 2008,Food Chemistry,109,3,595-605,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
1262,"Volden J., Bengtsson G.B., Wicklund T.",2009,"Glucosinolates, L-ascorbic acid, total phenols, anthocyanins, antioxidant capacities and colour in cauliflower (Brassica oleracea L. ssp botrytis)  effects of long-term freezer storage",VOLDEN 2009,Food Chemistry,112,4,967-976,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC     
285,"Vrhovsek U., Eder R., Wendelin S.",1995,The occurrence of trans-resveratrol in Slovenian red and white wines,VRHOVSEK 1995,Acta Alimentaria,24,2,203-212,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
330,"Vrhovsek U., Rigo A., Tonon D., Mattivi F.",2004,Quantitation of polyphenols in different apple varieties,VRHOVSEK 2004,Journal of Agricultural and Food Chemistry,52,21,6532-6538,2005-12-10 16:04:32 UTC,2015-04-14 13:51:12 UTC      
782,"Vuorela S., Meyer A.S., Heinonen M.",2003,Quantitative analysis of the main phenolics in rapeseed meal and oils processed differently using enzymatic hydrolysis and HPLC,VUORELA 2003,European Food Research and Technology,217,,517-523,2007-04-12 10:23:53 UTC,2015-04-13 21:45:28 UTC      
280,"Vuorinen H., Maatta K., Torronen R.",2000,"Content of the flavonols myricetin, quercetin, and kaempferol in Finnish berry wines",VUORINEN 2000,Journal of Agricultural and Food Chemistry,48,7,2675-2680,2005-05-08 11:39:23 UTC,2015-04-14 13:51:12 UTC      
1176,"Wachtel-Galor S., Wong K.W., Benzie I.F.F.",2008,The effect of cooking on Brassica vegetables,WACHTEL-GALOR 2008,Food Chemistry,110,3,706-710,2015-04-13 21:45:30 UTC,2015-04-14 13:51:13 UTC      
218,"Wada L., Boxin O.",2002,Antioxidant activity and phenolic content of Oregon caneberries,WADA 2002,Journal of Agricultural and Food Chemistry,50,12,3495-3500,2015-04-13 21:45:24 UTC,2015-04-14 13:51:13 UTC      
520,"Waldron K.W., Ng A., Parker M.L., Parr A.J.",1997,Ferulic acid dehydrodimers in the cell walls of Beta vulgaris and their possible role in texture,WALDRON 1997,Journal of the Science of Food and Agriculture,74,2,221-228,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
946,"Walle T., Hsieh F., DeLegge M.H., Oatis J.E., Jr., Walle U.K.",2004,High absorption but very low bioavailability of oral resveratrol in humans,WALLE 2004,Drug Metab Dispos,32,12,1377-82,2015-04-13 21:45:29 UTC,2015-04-14 13:51:14 UTC      
1094,"Walton M.C., Hendriks W.H., Broomfield A.M., McGhie T.K.",2009,Viscous food matrix influences absorption and excretion but not metabolism of blackcurrant anthocyanins in rats,WALTON 2009,J Food Sci,74,1,H22-9,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
894,"Wang H.J., Murphy P.A.",1994,Isoflavone Content in Commercial Soybean Foods,WANG 1994,Journal of Agricultural and Food Chemistry,42,8,1666-73,2015-04-13 21:45:28 UTC,2015-04-14 13:51:15 UTC      
174,"Wang H., Nair M.G., Iezzoni A.F., Strasburg G.M., Booren A.M., Gray J.I.",1997,Quantification and characterization of anthocyanins in Balaton tart cherries,WANG 1997,Journal of Agricultural and Food Chemistry,45,7,2556-2560,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
602,"Wang X., Warkentin T.D., Briggs C.J., Oomah B.D., Campbell C.G., Woods S.",1998,Total phenolics and condensed tannins in field pea (Pisum sativum L.) and grass pea (Lathyrus sativus L.),WANG 1998,Euphytica,101,1,97-102,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
80,"Wang S.Y., Lin H.S.",2000,"Antioxidant activity in fruits and leaves of blackberry, raspberry, and strawberry varies with cultivar and developmental stage",WANG 2000_01,Journal of Agricultural and Food Chemistry,48,2,140-6,2003-12-05 10:41:49 UTC,2015-04-14 13:51:16 UTC      
345,"Wang H., Helliwell K., You X.",2000,"Isocratic elution system for the determination of catechins, caffeine and gallic acid in green tea using HPLC",WANG 2000_02,Food Chemistry,68,1,115-121,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
41,"Wang, H.  Helliwell, K.",2001,Determination of flavonols in green and black tea leaves and green tea infusions by high-performance liquid chromatography,WANG 2001_01,Food Research International,34,,223-227,2003-10-04 11:51:54 UTC,2015-04-13 21:45:23 UTC     
96,"Wang S.Y., Zheng W.",2001,Effect of plant growth temperature on antioxidant capacity in strawberry,WANG 2001_02,Journal of Agricultural and Food Chemistry,49,,4977-4982,2003-12-05 10:41:49 UTC,2015-04-14 13:51:18 UTC      
219,"Wang S.Y., Wei Z., Galletta G.J.",2002,Cultural system affects fruit quality and antioxidant capacity in strawberries,WANG 2002,Journal of Agricultural and Food Chemistry,50,22,6534-6542,2015-04-13 21:45:24 UTC,2015-04-14 13:51:18 UTC      
668,"Wang H., Provan G.J., Helliwell K.",2004,Determination of rosmarinic acid and caffeic acid in aromatic herbs by HPLC,WANG 2004,Food Chemistry,87,2,307-311,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
948,"Wang D., Hang T., Wu C., Liu W.",2005,Identification of the major metabolites of resveratrol in rat urine by HPLC-MS/MS,WANG 2005,J Chromatogr B Analyt Technol Biomed Life Sci,829,01-Feb,97-106,2015-04-13 21:45:29 UTC,2015-04-14 13:51:19 UTC      
947,"Wang D., Xu Y., Liu W.",2008,Tissue distribution and excretion of resveratrol in rat after oral administration of Polygonum cuspidatum extract (PCE),WANG 2008,Phytomedicine,15,10,859-66,2015-04-13 21:45:29 UTC,2015-04-14 13:51:20 UTC      
1004,"Wang X., Xia H., Xing F., Deng G., Shen Q., Zeng S.",2009,A highly sensitive and robust UPLC-MS with electrospray ionization method for quantitation of taxifolin in rat plasma,WANG 2009_01,J Chromatogr B Analyt Technol Biomed Life Sci,877,18-19,1778-86,2015-04-13 21:45:29 UTC,2015-04-14 13:51:20 UTC      
1210,"Wang N., Hatcher D.W., Toews R., Gawalko E.J.",2009,Influence of cooking and dehulling on nutritional composition of several varieties of lentils (Lens culinaris),WANG 2009_02,Food Science and Technology,42,,842?848,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
1126,"Watanabe S., Yamaguchi M., Sobue T., Takahashi T., Miura T., Arai Y., Mazur W., Wahala K., Adlercreutz H.",1998,"Pharmacokinetics of soybean isoflavones in plasma, urine and feces of men after ingestion of 60 g baked soybean powder (kinako)",WATANABE 1998,J Nutr,128,10,1710-5,2011-04-06 23:30:39 UTC,2015-04-13 21:45:30 UTC      
1005,"Watson D.G., Oliveira E.J.",1999,Solid-phase extraction and gas chromatography-mass spectrometry determination of kaempferol and quercetin in human urine after consumption of Ginkgo biloba tablets,WATSON 1999,J Chromatogr B Biomed Sci Appl,723,01-Feb,203-10,2015-04-13 21:45:29 UTC,2015-04-14 13:51:21 UTC      
440,"Weidner S., Amarowicz R., Karamac M., Dabrowski G.",1999,"Phenolic acids in caryopses of two cultivars of wheat, rye and triticale that display different resistance to pre-harvest sprouting",WEIDNER 1999,European Food Research and Technology,210,,109-113,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
442,"Weidner, S., Amarowicz R., Karamac, M., Fraczek E.",2000,Changes in endogenous phenolic acids during development of Secale cereale caryopses and after dehydration treatment of unripe rye grains,WEIDNER 2000,Plant physiology and biochemistry,38,,595-602,2006-01-08 09:40:09 UTC,2015-04-13 21:45:25 UTC      
786,Wen-Huey W.,2007,The contents of lignans in commercial sesame oils of Taiwan and their changes during heating,WEN-HUEY 2007,Food Chemistry,104,,341-344,2007-07-12 13:05:16 UTC,2015-04-13 21:45:28 UTC      
595,"Wen-Jye Y., Bor-Sen W., Lee-Wen C., Pin-Der D.",2005,Antioxidant properties of roasted coffee residues,WEN-JYE 2005,Journal of Agricultural and Food Chemistry,53,,2658-2663,2007-10-05 14:59:26 UTC,2015-04-14 13:51:22 UTC      
823,"Wende L., Wei C.V., White P.J., Beta T.",2007,High-amylose corn exhibits better antioxidant activity than typical and waxy genotypes,WENDE 2007,Journal of Agricultural and Food Chemistry,55,,291-298,2015-04-13 21:45:28 UTC,2015-04-14 13:51:23 UTC      
805,"Wettasinghe M., Shahidi F., Amarowicz R.",2002,Identification and quantification of low molecular weight phenolic antioxidants in seeds of evening primrose (Oenothera biennis L.),WETTASINGHE 2002,Journal of Agricultural and Food Chemistry,50,,1267-1271,2015-04-13 21:45:28 UTC,2015-04-14 13:51:23 UTC      
635,"Whitacre E., Oliver J., Van den broek R., Van Engelen P., Van der Horst B., Stewart M., Jansen-Beuvink A.",2003,Predictive analysis of cocoa procyanidins using near-infrared spectroscopy techniques,WHITACRE 2003,Food Chemistry and Toxicology,68,9,2618-2622,2007-10-08 11:40:31 UTC,2015-04-13 21:45:27 UTC      
1109,"Wiczkowski W., Romaszko J., Bucinski A., Szawara-Nowak D., Honke J., Zielinski H., Piskula M.K.",2008,Quercetin from shallots (Allium cepa L. var. aggregatum) is more bioavailable than its glucosides,WICZKOWSKI 2008,J Nutr,138,5,885-8,2011-04-05 12:13:37 UTC,2015-04-14 13:51:24 UTC      
235,"Williner M.R., Pirovani M.E., Guemes D.R.",2003,Ellagic acid content in strawberries of different cultivars and ripening stages,WILLINER 2003,Journal of the Science of Food and Agriculture,83,8,842-845,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
456,"Winata A., Lorenz K.",1997,Effects of fermentation and baking of whole wheat and whole rye sourdough breads on cereal alkylresorcinols,WINATA 1997,Cereal Chemistry,74,3,284-287,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
890,"Wiseman H., Casey K., Clarke D.B., Barnes K.A., Bowey E.",2002,Isoflavone aglycon and glucoconjugate content of high- and low-soy UK foods used in nutritional studies,WISEMAN 2002,Journal of Agricultural and Food Chemistry,50,6,1401-10,2009-08-07 14:07:39 UTC,2015-04-13 21:45:28 UTC      
1127,"Wiseman H., Casey K., Bowey E.A., Duffy R., Davies M., Rowland I.R., Lloyd A.S., Murray A., Thompson R., Clarke D.B.",2004,Influence of 10 wk of soy consumption on plasma concentrations and excretion of isoflavonoids and on gut microflora metabolism in healthy adults,WISEMAN 2004,Am J Clin Nutr,80,3,692-9,2011-04-06 23:30:39 UTC,2015-04-14 13:51:25 UTC      
669,"Wojdylo A., Oszmianski J., Czemerys R.",2007,Antioxidant activity and phenolic compounds in 32 selected herbs,WOJDYLO 2007,Food Chemistry,105,3,940-949,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
1265,"Wolosiak R., Worobiej E., Piecyk M., Druzynska B., Nowak D., Lewicki P.P.",2010,Activities of amine and phenolic antioxidants and their changes in broad beans (Vicia faba) after freezing and steam cooking,WOLOSIAK 2010,International Journal of Food Science and Technology,45,1,29-37,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
1264,"Wolosiak R., Druzynska B., Piecyk M., Worobiej E., Majewska E., Lewicki P.P.",2011,"Influence of industrial sterilisation, freezing and steam cooking on antioxidant properties of green peas and string beans",WOLOSIAK 2011,International Journal of Food Science and Technology,46,1,93-100,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
791,"Wong P.Y.Y., Kitts D.D.",2006,Studies on the dual antioxidant and antibacterial properties of parsley (Petroselinum crispum) and cilantro (Coriandrum sativum) extracts,WONG 2006,Food Chemistry,97,3,505-515,2007-10-12 14:41:16 UTC,2015-04-13 21:45:28 UTC      
1110,"Wu X., Cao G., Prior R.L.",2002,Absorption and metabolism of anthocyanins in elderly women after consumption of elderberry or blueberry,WU 2002,J Nutr,132,7,1865-71,2011-04-05 12:13:37 UTC,2015-04-14 13:51:28 UTC      
241,"Wu X., Gu L., Prior R.L., McKay S.",2004,"Characterization of anthocyanins and proanthocyanidins in some cultivars of Ribes, Aronia, and Sambucus and their antioxidant capacity",WU 2004_01,Journal of Agricultural and Food Chemistry,52,26,7846-7856,2005-06-04 14:24:43 UTC,2015-04-14 13:51:28 UTC      
1083,"Wu X., Pittman H.E., 3rd, Prior R.L.",2004,Pelargonidin is absorbed and metabolized differently than cyanidin after marionberry consumption in pigs,WU 2004_02,J Nutr,134,10,2603-10,2015-04-13 21:45:29 UTC,2015-04-14 13:51:29 UTC      
903,"Wu, X., Beecher, G.R., Holden, J.M., Haytowitz D.B., Gebhardt S.E., Prior, R.L.",2004,Lipophilic and hydrophilic antioxidant capacities of common foods in the United States,WU 2004_03,Journal of Agricultural and Food Chemistry,52,12,4026-37,2015-04-13 21:45:28 UTC,2015-04-14 13:51:29 UTC      
1084,"Wu X., Pittman H.E., 3rd, McKay S., Prior R.L.",2005,Aglycones and sugar moieties alter anthocyanin absorption and metabolism after berry consumption in weanling pigs,WU 2005,J Nutr,135,10,2417-24,2015-04-13 21:45:29 UTC,2015-04-14 13:51:30 UTC      
1016,"Xia H., Qiu F., Zhu S., Zhang T., Qu G., Yao X.",2007,Isolation and identification of ten metabolites of breviscapine in rat urine,XIA 2007,Biol Pharm Bull,30,7,1308-16,2015-04-13 21:45:29 UTC,2015-04-14 13:51:30 UTC      
1006,"Xiao-Hong LI Z.-L.X., Shan LU, Yi Z, Fa-Mei LI",2010,Pharmacokinetics of Naringin and its Metabolite Naringenin in Rats after Oral Administration of Rhizoma Drynariae Extract Assayed by UPLC-MS/MS,XIAO-HONG LI 2010,Chinese Journal of Natural Medicines,8,1,40-46,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
1129,"Xu X., Duncan A.M., Merz B.E., Kurzer M.S.",1998,Effects of soy isoflavones on estrogen and phytoestrogen metabolism in premenopausal women,XU 1998,Cancer Epidemiol Biomarkers Prev,7,12,1101-8,2011-04-06 23:30:39 UTC,2015-04-14 13:51:31 UTC      
1130,"Xu X., Duncan A.M., Wangen K.E., Kurzer M.S.",2000,Soy consumption alters endogenous estrogen metabolism in postmenopausal women,XU 2000,Cancer Epidemiol Biomarkers Prev,9,8,781-6,2011-04-06 23:30:39 UTC,2015-04-14 13:51:31 UTC      
351,"Xu J.Z., Leung L.K., Huang Y., Chen Z.Y.",2003,Epimerisation of tea polyphenols in tea drinks,XU 2003,Journal of the Science of Food and Agriculture,83,15,1617-1621,2015-04-13 21:45:25 UTC,2015-04-14 13:51:31 UTC      
